INFO     root:conftest.py:48 EDGE browser version is : 131.0.2903.48
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_selected_vaccine_COVID-19_and_Comirnaty 3 JN.1_and_clicked_continue_button.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 0}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_selected_vaccine_COVID-19_and_Comirnaty 3 JN.1_and_clicked_continue_button.png
DEBUG    pytest_bdd.scenario:scenario.py:146 Adding providers for fixture "pytestbdd_stepimpl_when_I assess the patient's yes with the details and date as today-3 and click continue to record consent screen button": [<FixtureDef argname="pytestbdd_stepdef_when_I assess the patient's {eligibility} with the details and date as {assess_date} and click continue to record consent screen button" scope='function' baseid='tests/test_record_a_vaccine_for_patient_with_nhs_number_steps.py'>]
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_clicked_eligible_yes_radiobutton.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 0}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_clicked_eligible_yes_radiobutton.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_selected_eligibility_type.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 0}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_selected_eligibility_type.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_clicked_eligibility_yes_and_selected_eligibility_type.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 0}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_clicked_eligibility_yes_and_selected_eligibility_type.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_set_assessment_date.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 0}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_set_assessment_date.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_clicked_legal_mechanism.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 530}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_clicked_legal_mechanism.png
DEBUG    root:conftest.py:305 Assess clinician to select is: Automated Administrator - neelima.guntupalli1+administrator_automated@nhs.net
DEBUG    root:conftest.py:306 Assess legal mechanism is: Written Instruction (WI)
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_selected_assessing_clinician_with_name_and_council.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 530}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_selected_assessing_clinician_with_name_and_council.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_clicked_patient_give_vaccine_radio_button.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 530}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_clicked_patient_give_vaccine_radio_button.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_entered_comments_for_assessing_patient.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 530}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_entered_comments_for_assessing_patient.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_clicked_continue_to_record_consent_button.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 468}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_clicked_continue_to_record_consent_button.png
DEBUG    pytest_bdd.scenario:scenario.py:146 Adding providers for fixture 'pytestbdd_stepimpl_when_I record yes with the details and click continue to vaccinate button': [<FixtureDef argname='pytestbdd_stepdef_when_I record {consent} with the details and click continue to vaccinate button' scope='function' baseid='tests/test_record_a_vaccine_for_patient_with_nhs_number_steps.py'>]
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_before_selecting_consent_clinician.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 468}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_before_selecting_consent_clinician.png
DEBUG    root:conftest.py:330 Consent clinician to select is: Automated Administrator - neelima.guntupalli1+administrator_automated@nhs.net
DEBUG    root:conftest.py:331 Consent legal mechanism is: Written Instruction (WI)
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_selected_consent_clinician_with_name_and_council.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 468}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_selected_consent_clinician_with_name_and_council.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_clicked_yes_to_consent.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 62}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_clicked_yes_to_consent.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_selected_consent_given_by_from_dropdown.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 62}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_selected_consent_given_by_from_dropdown.png
DEBUG    root:init_helpers.py:102 Directory verified: /app/data/attachments
DEBUG    root:init_helpers.py:108 Saving screenshot to: /app/data/attachments/qa_edge_131.0.2903.48_entered_person_consenting_details.png
DEBUG    root:playwrightHelper.py:108 Scrolling to mouse position: {'x': 0, 'y': 62}
DEBUG    root:init_helpers.py:114 Screenshot attached at: /app/data/attachments/qa_edge_131.0.2903.48_entered_person_consenting_details.png
